Category,City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Ship Date,Ship Mode,State,Sub-Category,Sales,Year,Month,Time Delivery,Price per unit
Office Supplies,Chester,JO-15550,Jesus Ocampo,0.2,2016-05-14,CA-2016-119291,19013.0,OFF-LA-10002312,Avery 490,17.76,4,2016-05-17,First Class,Pennsylvania,Labels,47.35,2016,5,3,14.8
Office Supplies,Chester,JO-15550,Jesus Ocampo,0.2,2016-05-14,CA-2016-119291,19013.0,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,62.8075,7,2016-05-17,First Class,Pennsylvania,Envelopes,200.98,2016,5,3,35.89
Office Supplies,Chester,JO-15550,Jesus Ocampo,0.2,2016-05-14,CA-2016-119291,19013.0,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",31.7512,4,2016-05-17,First Class,Pennsylvania,Labels,97.69,2016,5,3,30.53
Office Supplies,Chester,JO-15550,Jesus Ocampo,0.2,2016-05-14,CA-2016-119291,19013.0,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",0.8088,1,2016-05-17,First Class,Pennsylvania,Art,2.69,2016,5,3,3.36
Furniture,Cleveland,Dl-13600,Dorris liebe,0.2,2018-09-02,CA-2018-114552,44105.0,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",4.1448,3,2018-09-08,Standard Class,Ohio,Furnishings,15.07,2018,9,6,6.28
Furniture,New York City,DP-13165,David Philippe,0.2,2015-12-02,CA-2015-112158,10035.0,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,-110.49,5,2015-12-04,First Class,New York,Bookcases,883.91,2015,12,2,220.98
Office Supplies,New York City,DP-13165,David Philippe,0.2,2015-12-02,CA-2015-112158,10035.0,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",15.768,8,2015-12-04,First Class,New York,Binders,46.71,2015,12,2,7.3
Furniture,Newark,KC-16540,Kelly Collister,0.2,2018-09-24,CA-2018-108910,43055.0,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",24.4758,3,2018-09-29,Standard Class,Ohio,Furnishings,103.05,2018,9,5,42.94
Furniture,Philadelphia,MR-17545,Mathew Reese,0.2,2015-10-07,CA-2015-117429,19140.0,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",21.112,5,2015-10-13,Standard Class,Pennsylvania,Furnishings,129.91,2015,10,6,32.48
Office Supplies,New York City,CP-12340,Christine Phan,0.2,2018-07-23,CA-2018-117240,10009.0,OFF-BI-10000848,Angle-D Ring Binders,4.2666,3,2018-07-28,Standard Class,New York,Binders,13.12,2018,7,5,5.47
Office Supplies,Cincinnati,DL-12865,Dan Lawera,0.2,2015-06-29,CA-2015-165974,45231.0,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",3.6855,7,2015-07-06,Standard Class,Ohio,Art,32.75,2015,6,7,5.85
Technology,Columbus,BM-11785,Bryan Mills,0.2,2016-10-03,US-2016-157014,43229.0,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,0.5998,2,2016-10-06,Second Class,Ohio,Accessories,47.98,2016,10,3,29.99
Office Supplies,Philadelphia,DB-13210,Dean Braden,0.2,2017-09-15,CA-2017-149370,19140.0,OFF-PA-10003651,Xerox 1968,1.8704,1,2017-09-19,Standard Class,Pennsylvania,Paper,5.34,2017,9,4,6.68
Office Supplies,Philadelphia,CA-12775,Cynthia Arntzen,0.2,2015-06-28,CA-2015-140858,19140.0,OFF-PA-10000304,Xerox 1995,14.5152,8,2015-07-02,Standard Class,Pennsylvania,Paper,41.47,2015,6,4,6.48
Office Supplies,Philadelphia,CA-12775,Cynthia Arntzen,0.2,2015-06-28,CA-2015-140858,19140.0,OFF-PA-10003395,Xerox 1941,117.432,4,2015-07-02,Standard Class,Pennsylvania,Paper,335.51,2015,6,4,104.85
Furniture,New York City,BM-11650,Brian Moss,0.2,2016-11-20,CA-2016-100454,10035.0,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,9.3024,4,2016-11-25,Standard Class,New York,Bookcases,186.04,2016,11,5,58.14
Furniture,Lorain,GA-14725,Guy Armstrong,0.2,2018-01-01,CA-2018-107503,44052.0,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",8.5568,4,2018-01-06,Standard Class,Ohio,Furnishings,48.89,2018,1,5,15.28
Office Supplies,Philadelphia,LS-16945,Linda Southworth,0.2,2017-09-29,CA-2017-134362,19140.0,OFF-LA-10004853,Avery 483,5.1792,4,2017-10-02,First Class,Pennsylvania,Labels,15.93,2017,9,3,4.98
Office Supplies,New York City,SM-20005,Sally Matthias,0.2,2015-12-10,CA-2015-148488,10009.0,OFF-BI-10000315,Poly Designer Cover & Back,37.2204,7,2015-12-15,Standard Class,New York,Binders,106.34,2015,12,5,18.99
Office Supplies,New York City,HP-14815,Harold Pawlan,0.2,2018-11-30,CA-2018-111689,10024.0,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',23.1093,3,2018-12-02,Second Class,New York,Binders,68.47,2018,11,2,28.53
Office Supplies,New Rochelle,JE-15475,Jeremy Ellison,0.2,2018-06-20,CA-2018-132934,10801.0,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,18.6006,3,2018-06-26,Standard Class,New York,Binders,51.31,2018,6,6,21.38
Furniture,New York City,PO-18865,Patrick O'Donnell,0.2,2018-12-30,CA-2018-143259,10009.0,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",12.1176,4,2019-01-03,Standard Class,New York,Bookcases,323.13,2018,12,4,100.98
Office Supplies,New York City,PO-18865,Patrick O'Donnell,0.2,2018-12-30,CA-2018-143259,10009.0,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,19.791,3,2019-01-03,Standard Class,New York,Binders,52.77,2018,12,4,21.99
Office Supplies,New York City,AH-10075,Adam Hart,0.2,2017-09-15,CA-2017-149797,10011.0,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,294.5488,2,2017-09-20,Standard Class,New York,Binders,841.56,2017,9,5,525.97
Office Supplies,Philadelphia,JM-15535,Jessica Myrick,0.2,2015-09-13,CA-2015-132962,19143.0,OFF-PA-10003543,Xerox 1985,5.4432,3,2015-09-16,First Class,Pennsylvania,Paper,15.55,2015,9,3,6.48
Office Supplies,Toledo,AB-10165,Alan Barnes,0.2,2018-04-14,CA-2018-144932,43615.0,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,2.5536,3,2018-04-17,First Class,Ohio,Art,14.59,2018,4,3,6.08
Office Supplies,Toledo,AB-10165,Alan Barnes,0.2,2018-04-14,CA-2018-144932,43615.0,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",21.3408,3,2018-04-17,First Class,Ohio,Art,89.85,2018,4,3,37.44
Office Supplies,Toledo,AB-10165,Alan Barnes,0.2,2018-04-14,CA-2018-144932,43615.0,OFF-PA-10004971,Xerox 196,5.0286,3,2018-04-17,First Class,Ohio,Paper,13.87,2018,4,3,5.78
Office Supplies,Philadelphia,RK-19300,Ralph Kennedy,0.2,2018-09-02,CA-2018-114216,19140.0,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.1148,3,2018-09-06,Standard Class,Pennsylvania,Paper,12.19,2018,9,4,5.08
Office Supplies,Philadelphia,CG-12040,Catherine Glotzbach,0.2,2017-06-20,CA-2017-140081,19120.0,OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",15.2064,8,2017-06-24,Standard Class,Pennsylvania,Paper,45.05,2017,6,4,7.04
Office Supplies,Philadelphia,CG-12040,Catherine Glotzbach,0.2,2017-06-20,CA-2017-140081,19120.0,OFF-PA-10001870,Xerox 202,5.4432,3,2017-06-24,Standard Class,Pennsylvania,Paper,15.55,2017,6,4,6.48
Office Supplies,Philadelphia,CG-12040,Catherine Glotzbach,0.2,2017-06-20,CA-2017-140081,19120.0,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,33.5772,2,2017-06-24,Standard Class,Pennsylvania,Appliances,447.69,2017,6,4,279.81
Furniture,Philadelphia,RB-19795,Ross Baird,0.2,2018-11-28,US-2018-110576,19120.0,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-12.9122,7,2018-12-02,Standard Class,Pennsylvania,Furnishings,516.48,2018,11,4,92.23
Furniture,Philadelphia,RB-19795,Ross Baird,0.2,2018-11-28,US-2018-110576,19120.0,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,75.5424,6,2018-12-02,Standard Class,Pennsylvania,Furnishings,1007.23,2018,11,4,209.84
Office Supplies,Philadelphia,RB-19795,Ross Baird,0.2,2018-11-28,US-2018-110576,19120.0,OFF-PA-10000788,Xerox 210,5.4432,3,2018-12-02,Standard Class,Pennsylvania,Paper,15.55,2018,11,4,6.48
Office Supplies,Philadelphia,RB-19795,Ross Baird,0.2,2018-11-28,US-2018-110576,19120.0,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),7.92,6,2018-12-02,Standard Class,Pennsylvania,Paper,25.34,2018,11,4,5.28
Furniture,Philadelphia,KH-16360,Katherine Hughes,0.2,2018-04-03,CA-2018-131156,19143.0,FUR-FU-10001940,Staple-based wall hangings,7.6416,4,2018-04-07,Standard Class,Pennsylvania,Furnishings,25.47,2018,4,4,7.96
Furniture,Philadelphia,DL-13315,Delfina Latchford,0.2,2015-01-16,CA-2015-115791,19134.0,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,28.5984,6,2015-01-18,Second Class,Pennsylvania,Furnishings,127.1,2015,1,2,26.48
Office Supplies,Philadelphia,DL-13315,Delfina Latchford,0.2,2015-01-16,CA-2015-115791,19134.0,OFF-LA-10001074,Round Specialty Laser Printer Labels,10.1493,3,2015-01-18,Second Class,Pennsylvania,Labels,30.07,2015,1,2,12.53
Office Supplies,New York City,PO-19195,Phillina Ober,0.2,2018-10-05,US-2018-103247,10011.0,OFF-BI-10004492,Tuf-Vin Binders,25.5798,3,2018-10-08,Second Class,New York,Binders,75.79,2018,10,3,31.58
Office Supplies,New York City,TS-21610,Troy Staebel,0.2,2017-09-09,CA-2017-110023,10024.0,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,5.484,2,2017-09-11,First Class,New York,Binders,14.62,2017,9,2,9.14
Office Supplies,Philadelphia,PB-19150,Philip Brown,0.2,2016-06-16,CA-2016-167269,19134.0,OFF-EN-10003072,Peel & Seel Envelopes,2.1728,2,2016-06-20,Standard Class,Pennsylvania,Envelopes,6.2,2016,6,4,3.88
Office Supplies,Springfield,DE-13255,Deanra Eno,0.2,2017-01-11,CA-2017-126529,45503.0,OFF-PA-10001166,Xerox 2,5.4432,3,2017-01-13,Second Class,Ohio,Paper,15.55,2017,1,2,6.48
Office Supplies,Springfield,DE-13255,Deanra Eno,0.2,2017-01-11,CA-2017-126529,45503.0,OFF-PA-10003656,Xerox 1935,20.5764,3,2017-01-13,Second Class,Ohio,Paper,63.31,2017,1,2,26.38
Office Supplies,Cincinnati,AG-10390,Allen Goldenen,0.2,2017-11-20,CA-2017-109820,45231.0,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,5.1012,3,2017-11-22,First Class,Ohio,Paper,15.69,2017,11,2,6.54
Furniture,New York City,MO-17500,Mary O'Rourke,0.2,2017-09-06,CA-2017-102981,10035.0,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",90.294,3,2017-09-09,Second Class,New York,Bookcases,722.35,2017,9,3,300.98
Furniture,Philadelphia,DG-13300,Deirdre Greer,0.2,2016-07-03,US-2016-153500,19134.0,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,-29.4812,2,2016-07-05,First Class,Pennsylvania,Furnishings,168.46,2016,7,2,105.29
Office Supplies,Philadelphia,DG-13300,Deirdre Greer,0.2,2016-07-03,US-2016-153500,19134.0,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",2.436,2,2016-07-05,First Class,Pennsylvania,Paper,6.71,2016,7,2,4.19
Furniture,Philadelphia,DG-13300,Deirdre Greer,0.2,2016-07-03,US-2016-153500,19134.0,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",56.5776,9,2016-07-05,First Class,Pennsylvania,Furnishings,282.88,2016,7,2,39.29
Office Supplies,New York City,NF-18595,Nicole Fjeld,0.2,2016-04-04,CA-2016-110667,10009.0,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,27.7911,3,2016-04-08,Standard Class,New York,Binders,82.34,2016,4,4,34.31
Office Supplies,New York City,NF-18595,Nicole Fjeld,0.2,2016-04-04,CA-2016-110667,10009.0,OFF-BI-10003529,Avery Round Ring Poly Binders,3.2944,4,2016-04-08,Standard Class,New York,Binders,9.08,2016,4,4,2.84
Office Supplies,Philadelphia,MG-17650,Matthew Grinstein,0.2,2017-11-24,CA-2017-105284,19143.0,OFF-FA-10001754,Stockwell Gold Paper Clips,1.6008,3,2017-12-01,Standard Class,Pennsylvania,Fasteners,4.41,2017,11,7,1.84
Office Supplies,Toledo,TS-21160,Theresa Swint,0.2,2016-04-16,CA-2016-161263,43615.0,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,4.5216,3,2016-04-21,Standard Class,Ohio,Appliances,45.21,2016,4,5,18.84
Office Supplies,Toledo,TS-21160,Theresa Swint,0.2,2016-04-16,CA-2016-161263,43615.0,OFF-FA-10004838,"Super Bands, 12/Pack",-2.2134,7,2016-04-21,Standard Class,Ohio,Fasteners,10.41,2016,4,5,1.86
Office Supplies,Toledo,TS-21160,Theresa Swint,0.2,2016-04-16,CA-2016-161263,43615.0,OFF-AR-10004757,Crayola Colored Pencils,1.2792,3,2016-04-21,Standard Class,Ohio,Art,7.87,2016,4,5,3.28
Office Supplies,Toledo,TS-21160,Theresa Swint,0.2,2016-04-16,CA-2016-161263,43615.0,OFF-FA-10003059,Assorted Color Push Pins,0.2353,1,2016-04-21,Standard Class,Ohio,Fasteners,1.44,2016,4,5,1.8
Office Supplies,New York City,FO-14305,Frank Olsen,0.2,2018-11-14,CA-2018-106943,10035.0,OFF-BI-10003669,3M Organizer Strips,3.024,2,2018-11-19,Standard Class,New York,Binders,8.64,2018,11,5,5.4
Office Supplies,Philadelphia,JS-15940,Joni Sundaresam,0.2,2017-06-05,US-2017-134908,19134.0,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",-23.364,4,2017-06-09,Standard Class,Pennsylvania,Storage,124.6,2017,6,4,38.94
Office Supplies,Philadelphia,JS-15940,Joni Sundaresam,0.2,2017-06-05,US-2017-134908,19134.0,OFF-LA-10000973,Avery 502,2.646,3,2017-06-09,Standard Class,Pennsylvania,Labels,7.56,2017,6,4,3.15
Furniture,Cuyahoga Falls,CB-12535,Claudia Bergmann,0.2,2016-05-08,CA-2016-113971,44221.0,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.2528,6,2016-05-14,Standard Class,Ohio,Furnishings,8.35,2016,5,6,1.74
Office Supplies,New York City,AP-10720,Anne Pryor,0.2,2015-03-03,CA-2015-127964,10035.0,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,40.872,3,2015-03-08,Standard Class,New York,Binders,125.76,2015,3,5,52.4
Office Supplies,New York City,AP-10720,Anne Pryor,0.2,2015-03-03,CA-2015-127964,10035.0,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",9.1785,5,2015-03-08,Standard Class,New York,Binders,25.32,2015,3,5,6.33
Office Supplies,New York City,DP-13105,Dave Poirier,0.2,2016-08-22,CA-2016-132080,10035.0,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",16.2864,6,2016-08-25,First Class,New York,Binders,50.11,2016,8,3,10.44
Office Supplies,New York City,SW-20755,Steven Ward,0.2,2017-07-14,CA-2017-137050,10009.0,OFF-BI-10002160,Acco Hanging Data Binders,3.2004,3,2017-07-18,Second Class,New York,Binders,9.14,2017,7,4,3.81
Office Supplies,New York City,SW-20755,Steven Ward,0.2,2017-07-14,CA-2017-137050,10009.0,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,2.8836,2,2017-07-18,Second Class,New York,Binders,8.54,2017,7,4,5.34
Furniture,New York City,SW-20755,Steven Ward,0.2,2017-07-14,CA-2017-137050,10009.0,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,21.7176,4,2017-07-18,Second Class,New York,Bookcases,579.13,2017,7,4,180.98
Office Supplies,Philadelphia,SP-20620,Stefania Perrino,0.2,2018-09-09,US-2018-118087,19134.0,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",1.5768,1,2018-09-13,Standard Class,Pennsylvania,Art,4.67,2018,9,4,5.84
Technology,Philadelphia,SP-20620,Stefania Perrino,0.2,2018-09-09,US-2018-118087,19134.0,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,28.764,3,2018-09-13,Standard Class,Pennsylvania,Accessories,95.87,2018,9,4,39.95
Furniture,Philadelphia,SP-20620,Stefania Perrino,0.2,2018-09-09,US-2018-118087,19134.0,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",1.7024,2,2018-09-13,Standard Class,Pennsylvania,Furnishings,17.02,2018,9,4,10.64
Technology,Philadelphia,SP-20620,Stefania Perrino,0.2,2018-09-09,US-2018-118087,19134.0,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,64.674,3,2018-09-13,Standard Class,Pennsylvania,Accessories,258.69,2018,9,4,107.79
Office Supplies,New York City,BM-11140,Becky Martin,0.2,2017-12-04,CA-2017-126004,10024.0,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,0.6048,1,2017-12-05,First Class,New York,Binders,1.72,2017,12,1,2.15
Office Supplies,New York City,PG-18820,Patrick Gardner,0.2,2017-02-15,US-2017-162859,10009.0,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,124.485,3,2017-02-22,Standard Class,New York,Binders,398.35,2017,2,7,165.98
Office Supplies,Chester,MH-18115,Mick Hernandez,0.2,2018-03-10,CA-2018-144638,19013.0,OFF-AR-10003958,Newell 337,0.5904,2,2018-03-14,Standard Class,Pennsylvania,Art,5.24,2018,3,4,3.28
Furniture,Chester,MH-18115,Mick Hernandez,0.2,2018-03-10,CA-2018-144638,19013.0,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,0.5022,1,2018-03-14,Standard Class,Pennsylvania,Furnishings,6.69,2018,3,4,8.36
Furniture,Chester,MH-18115,Mick Hernandez,0.2,2018-03-10,CA-2018-144638,19013.0,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,11.5164,2,2018-03-14,Standard Class,Pennsylvania,Furnishings,43.87,2018,3,4,27.42
Office Supplies,Long Beach,CS-12355,Christine Sundaresam,0.2,2018-07-07,CA-2018-105053,11561.0,OFF-BI-10001634,Wilson Jones Active Use Binders,6.3336,3,2018-07-09,Second Class,New York,Binders,17.47,2018,7,2,7.28
Office Supplies,New York City,TB-21355,Todd Boyes,0.2,2017-11-22,CA-2017-154711,10009.0,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",4.1148,4,2017-11-26,Standard Class,New York,Binders,12.19,2017,11,4,3.81
Technology,Philadelphia,HA-14920,Helen Andreada,0.2,2018-12-10,CA-2018-157651,19120.0,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,3.3725,1,2018-12-14,Standard Class,Pennsylvania,Accessories,14.19,2018,12,4,17.74
Office Supplies,Cincinnati,MC-17575,Matt Collins,0.2,2018-02-03,CA-2018-167703,45231.0,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",35.694,2,2018-02-08,Standard Class,Ohio,Storage,285.55,2018,2,5,178.47
Furniture,Philadelphia,AD-10180,Alan Dominguez,0.2,2016-06-14,CA-2016-120439,19120.0,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",5.1072,6,2016-06-18,Standard Class,Pennsylvania,Furnishings,51.07,2016,6,4,10.64
Office Supplies,Lorain,AB-10255,Alejandro Ballentine,0.2,2018-06-02,CA-2018-127705,44052.0,OFF-ST-10004507,Advantus Rolling Storage Box,2.401,2,2018-06-06,Standard Class,Ohio,Storage,27.44,2018,6,4,17.15
Office Supplies,Philadelphia,HM-14860,Harry Marie,0.2,2018-10-19,CA-2018-125199,19120.0,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,9.2442,7,2018-10-25,Standard Class,Pennsylvania,Art,123.25,2018,10,6,22.01
Office Supplies,Philadelphia,HM-14860,Harry Marie,0.2,2018-10-19,CA-2018-125199,19120.0,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",7.4,4,2018-10-25,Standard Class,Pennsylvania,Paper,23.68,2018,10,6,7.4
Office Supplies,New York City,NC-18340,Nat Carroll,0.2,2017-11-24,CA-2017-124485,10035.0,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",6.0256,4,2017-11-26,First Class,New York,Binders,17.21,2017,11,2,5.38
Office Supplies,Columbus,GM-14455,Gary Mitchum,0.2,2017-04-19,US-2017-161396,43229.0,OFF-PA-10000418,Xerox 189,146.79,5,2017-04-25,Standard Class,Ohio,Paper,419.39,2017,4,6,104.85
Office Supplies,Philadelphia,SD-20485,Shirley Daniels,0.2,2015-04-06,US-2015-118486,19143.0,OFF-SU-10004498,Martin-Yale Premier Letter Opener,-2.1896,1,2015-04-08,First Class,Pennsylvania,Supplies,10.3,2015,4,2,12.88
Technology,Philadelphia,SD-20485,Shirley Daniels,0.2,2015-04-06,US-2015-118486,19143.0,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,21.897,2,2015-04-08,First Class,Pennsylvania,Accessories,116.78,2015,4,2,72.99
Office Supplies,New York City,HA-14905,Helen Abelman,0.2,2015-06-30,CA-2015-146640,10024.0,OFF-BI-10002867,GBC Recycled Regency Composition Covers,108.7996,7,2015-07-05,Standard Class,New York,Binders,334.76,2015,6,5,59.78
Office Supplies,Parma,ST-20530,Shui Tom,0.2,2018-06-20,CA-2018-106852,44134.0,OFF-PA-10001639,Xerox 203,10.8864,6,2018-06-27,Standard Class,Ohio,Paper,31.1,2018,6,7,6.48
Office Supplies,Parma,ST-20530,Shui Tom,0.2,2018-06-20,CA-2018-106852,44134.0,OFF-AR-10003829,Newell 35,0.5904,2,2018-06-27,Standard Class,Ohio,Art,5.24,2018,6,7,3.28
Office Supplies,Philadelphia,ON-18715,Odella Nelson,0.2,2016-09-24,US-2016-161466,19120.0,OFF-AR-10000634,Newell 320,0.5992,2,2016-09-27,Second Class,Pennsylvania,Art,6.84,2016,9,3,4.27
Office Supplies,Niagara Falls,NP-18685,Nora Pelletier,0.2,2017-11-19,CA-2017-113138,14304.0,OFF-BI-10000320,GBC Plastic Binding Combs,6.4206,3,2017-11-25,Standard Class,New York,Binders,17.71,2017,11,6,7.38
Office Supplies,Philadelphia,Co-12640,Corey-Lock,0.2,2015-11-29,CA-2015-136280,19143.0,OFF-LA-10000452,Avery 488,1.764,2,2015-12-06,Standard Class,Pennsylvania,Labels,5.04,2015,11,7,3.15
Office Supplies,New York City,AR-10540,Andy Reiter,0.2,2018-12-24,CA-2018-154935,10024.0,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",5.5875,3,2018-12-29,Standard Class,New York,Binders,17.87,2018,12,5,7.45
Office Supplies,Allentown,CJ-12010,Caroline Jumper,0.2,2017-07-22,CA-2017-122392,18103.0,OFF-AR-10002221,12 Colored Short Pencils,0.364,2,2017-07-27,Standard Class,Pennsylvania,Art,4.16,2017,7,5,2.6
Furniture,Allentown,CJ-12010,Caroline Jumper,0.2,2017-07-22,CA-2017-122392,18103.0,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",3.3488,2,2017-07-27,Standard Class,Pennsylvania,Furnishings,11.64,2017,7,5,7.28
Furniture,Columbus,CK-12205,Chloris Kastensmidt,0.2,2015-03-11,CA-2015-166884,43229.0,FUR-FU-10003981,Eldon Wave Desk Accessories,2.288,5,2015-03-16,Second Class,Ohio,Furnishings,8.32,2015,3,5,2.08
Office Supplies,Columbus,CK-12205,Chloris Kastensmidt,0.2,2015-03-11,CA-2015-166884,43229.0,OFF-FA-10001561,Stockwell Push Pins,1.7004,6,2015-03-16,Second Class,Ohio,Fasteners,10.46,2015,3,5,2.18
Furniture,Watertown,PC-18745,Pamela Coakley,0.2,2015-12-31,CA-2015-150245,13601.0,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",196.686,7,2016-01-04,Second Class,New York,Bookcases,1573.48,2015,12,4,280.98
Technology,New York City,EP-13915,Emily Phan,0.2,2015-07-06,CA-2015-134278,10011.0,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,174.9975,1,2015-07-08,First Class,New York,Copiers,559.99,2015,7,2,699.99
Office Supplies,Philadelphia,JW-16075,Julia West,0.2,2017-05-09,CA-2017-109176,19140.0,OFF-EN-10003134,Staple envelope,3.504,1,2017-05-15,Standard Class,Pennsylvania,Envelopes,9.34,2017,5,6,11.68
Office Supplies,Philadelphia,JW-16075,Julia West,0.2,2017-05-09,CA-2017-109176,19140.0,OFF-AR-10001955,Newell 319,9.92,5,2017-05-15,Standard Class,Pennsylvania,Art,79.35,2017,5,6,19.84
